15700 [main] INFO  com.routePerfect.tests.TestBase - Start test loginTest
26005 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: (//*[@placeholder='Not selected'])[2]] Using method By.xpath: (//*[@placeholder='Not selected'])[2]
26456 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //div[contains(text(),'9')]
26495 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: //div[contains(text(),'9')]] Using method By.xpath: //div[contains(text(),'9')]
26771 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//div[@class='input-field last'])
26819 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//div[@class='input-field last'])
26819 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//div[@class='input-field last'])
26863 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: (//div[@class='input-field last'])] Using method By.xpath: (//div[@class='input-field last'])
27076 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //span[contains(text(),'Other options...')]
27115 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: //span[contains(text(),'Other options...')]] Using method By.xpath: //span[contains(text(),'Other options...')]
27410 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//div[@class='mat-select-trigger'])[3]
27451 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//div[@class='mat-select-trigger'])[3]
27451 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//div[@class='mat-select-trigger'])[3]
27474 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: (//div[@class='mat-select-trigger'])[3]] Using method By.xpath: (//div[@class='mat-select-trigger'])[3]
27649 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//md-option[contains(@id,'md-option')])[3]
27698 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: (//md-option[contains(@id,'md-option')])[3]] Using method By.xpath: (//md-option[contains(@id,'md-option')])[3]
28247 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//md-option[contains(@id,'md-option')])[3]
28263 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: (//md-option[contains(@id,'md-option')])[3]] Using method By.xpath: (//md-option[contains(@id,'md-option')])[3]
28721 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //button[@class='Button Button--main Button--primary btn-strong btn-strong--small']
28756 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: //button[@class='Button Button--main Button--primary btn-strong btn-strong--small']] Using method By.xpath: //button[@class='Button Button--main Button--primary btn-strong btn-strong--small']
28831 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: #hp_showtrip
28860 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: #hp_showtrip
28860 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: #hp_showtrip
28882 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> css selector: #hp_showtrip] Using method By.cssSelector: #hp_showtrip
31064 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [class='ItineraryElement-inner']
34282 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [class='ItineraryElement-inner']
34284 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //div[@id='0']//span[@class='ItineraryElement-location--cityName'][contains(text(),'London')]
35949 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //div[@id='0']//span[@class='ItineraryElement-location--cityName'][contains(text(),'London')]
35950 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //span[@class='ItineraryElement-location--cityName'][contains(text(),'Oxford')]
37081 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //span[@class='ItineraryElement-location--cityName'][contains(text(),'Oxford')]
37083 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//*[@class='datepicker-click-exclude'])[1]//*[@ng-reflect-model='02-04-2019']
42756 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: (//*[@class='datepicker-click-exclude'])[1]//*[@ng-reflect-model='02-04-2019']
42770 [main] INFO  com.routePerfect.tests.TestBase - Stop testbuildRouteTest
42771 [main] INFO  com.routePerfect.tests.TestBase - Start test addDestinationTest
42774 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [class='Icon Icon--close']
47935 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [class='Icon Icon--close']
47936 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [placeholder='Add a destination or a region']
47966 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [placeholder='Add a destination or a region']
47966 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [placeholder='Add a destination or a region']
47989 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> css selector: [placeholder='Add a destination or a region']] Using method By.cssSelector: [placeholder='Add a destination or a region']
49010 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [placeholder='Add a destination or a region']
49030 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> css selector: [placeholder='Add a destination or a region']] Using method By.cssSelector: [placeholder='Add a destination or a region']
49074 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.cssSelector: [placeholder='Add a destination or a region']
49099 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> css selector: [placeholder='Add a destination or a region']] Using method By.cssSelector: [placeholder='Add a destination or a region']
49413 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //*[contains(text(),'Birmingham, ')]
49729 [main] INFO  com.routePerfect.tests.TestBase - Find happened on [[ChromeDriver: chrome on MAC (053b999fc05e262364d74993b0e1aa80)] -> xpath: //*[contains(text(),'Birmingham, ')]] Using method By.xpath: //*[contains(text(),'Birmingham, ')]
50200 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //span[@class='ItineraryElement-location--cityName'][contains(text(),'Birmingham')]
52281 [main] INFO  com.routePerfect.tests.TestBase - Find happened on null Using method By.xpath: //span[@class='ItineraryElement-location--cityName'][contains(text(),'Birmingham')]
52282 [main] INFO  com.routePerfect.tests.TestBase - Stop testaddDestinationTest
